"ID (do not edit)","Content type","Element type","Source language (EN)","Target language (ZH)"
"{""contentId"":""84447c52-4c7d-4ced-8b7d-4b540a18102f"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">The neurodiversity framework shares many synergies with the positive psychology movement. Positive psychology focuses on understanding and cultivating the strengths, well-being, and flourishing of individuals and communities, rather than solely addressing deficits and pathologies.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">Just as positive psychology champions a strength-based approach, the neurodiversity framework moves away from the deficit-based medical model and instead recognizes the unique capabilities and potentials of neurodivergent individuals. Both perspectives emphasize the importance of supporting individuals from a full spectrum of humankind in reaching their full potential.</p>","<p class=""font_8"">腦力多元化框架與正向心理學運動有許多協同作用。正向心理學著重於理解和培養個人和社區的優勢、福祉和繁榮，而不是僅僅解決缺陷和病態。</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">正如正向心理學倡導基於優勢的方法一樣，腦力多元化框架擺脫了基於缺陷的醫學模式，而是認識到腦力多元化人仕的獨特能力和潛力。這兩種觀點都強調支持全人類的個人充分發揮潛能的重要性。</p>"
"{""contentId"":""85ce90c0-a62e-4c95-8b2d-0c5722bad565"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","6aff877a0a87484987cdea5ea99b628b.jpg","11062b_befb90527c6b48689a58722f4a0cb12a~mv2_d_5121_3414_s_4_2.jpg"
"{""contentId"":""85ce90c0-a62e-4c95-8b2d-0c5722bad565"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""85ce90c0-a62e-4c95-8b2d-0c5722bad565"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""85ce90c0-a62e-4c95-8b2d-0c5722bad565"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","Volunteers","志工"
"{""contentId"":""85d08df1-f749-4556-a2d6-56b073ba8471"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">Positive psychiatric theory builds upon the principles of positive psychology, applying them specifically to the mental health field. This approach views psychiatric conditions not as disorders to be cured, but as variations in human functioning that can be supported and even leveraged.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">Similarly, the neurodiversity framework challenges the pathologization of neurological differences, instead framing them as natural variations in the human neurological landscape. Just as positive psychiatric theory advocates for person-centered care that honors individuals&#39; subjective experiences, the neurodiversity movement empowers neurodivergent individuals to be the experts on their strengths and abilities.</p>

<p class=""font_8"">Both perspectives emphasize the importance of creating environments that value diverse neurological profiles, rather than pressuring individuals to conform to neuromajority norms. This aligns with the neurodiversity movement&#39;s goal of building a more equitable and cohesive society that values the spectrum of diversity in humankind.</p>","<p class=""font_8"">正向精神病學理論建立在正向心理學原理的基礎上，並將其專門應用於心理健康領域。這種方法並不將精神疾病視為需要治癒的疾病，而是視為可以支持甚至利用的人類功能的改變。</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">同樣，腦力多元化框架挑戰了神經不同的病理化，而是將它們視為人類神經多元的自然化。正如積極的精神病學理論提倡以人為本、尊重個人主觀經驗的護理一樣，腦力多元性運動使腦力多元的人仕成為其優勢和能力的專家。</p>

<p class=""font_8"">這兩種觀點都強調創造重視不同腦力多元特徵的環境重要性，而不是強迫個人遵守多數規範。這符合腦力多元化運動的目標，即建立一個更公平、更具凝聚力、重視人類多樣性的社會。</p>"
"{""contentId"":""86c1018a-e63d-498b-bfce-05f96f92e97a"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:30px""><span style=""color:#FD8416""><span style=""font-size:30px""><span style=""font-weight:bold"">Emily Kwan</span></span></span></p>

<p class=""font_8"" style=""font-size:18px""><span style=""font-size:18px""><span style=""font-weight:bold"">Founder and Chairwoman of&nbsp;</span></span></p>

<p class=""font_8"" style=""font-size:18px""><span style=""font-size:18px""><span style=""font-weight:bold"">Neurodiversity Association Hong Kong</span></span></p>

<p class=""font_8"" style=""font-size:18px""><span style=""text-decoration:underline""><span style=""font-weight:bold""><span style=""font-size:18px""><span class=""wixGuard"">​</span></span></span></span></p>

<p class=""font_8"">Emily Kwan is the Founder and Chairwoman of the NeuroDiversity Association Hong Kong (NDAHK).&nbsp; With over 20 years of extensive experience in the clinical and educational fields from both Canada and Hong Kong, Emily has been devoting herself to empowering neurodiverse children, families, and schools; as well as educating those who are less familiar with this population about the strengths of neurodiversity.&nbsp; As the Clinical Director of Kids Connect, she has been living through the transformative power of strength - based model and the potentials of neurodiversed individuals, leading her strong belief in the importance of our valuing of neurodiversity as a society.&nbsp;</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">Under her visionary leadership, NDAHK has emerged as a catalyst in the neurodiversity movement.&nbsp; Through strategic partnerships, public education, and community outreach, NDAHK aims to redefine and reshape the societal perceptions of neurodiversity so a more equitable society that values neurological differences can be built.</p>

<p class=""font_8""><span class=""wixGuard"">​</span></p>","<p class=""font_8"" style=""font-size:30px""><span style=""color:#FD8416""><span style=""font-size:30px""><span style=""font-weight:bold"">Emily Kwan</span></span></span></p>

<p class=""font_8"" style=""font-size:18px""><span style=""font-size:18px""><span style=""font-weight:bold"">創辦人兼主席</span></span></p>

<p class=""font_8"" style=""font-size:18px""><span style=""font-size:18px""><span style=""font-weight:bold"">香港神經多樣性協會</span></span></p>

<p class=""font_8"" style=""font-size:18px""><span style=""text-decoration:underline""><span style=""font-weight:bold""><span style=""font-size:18px""><span class=""wixGuard"">​</span></span></span></span></p>

<p class=""font_8"">Emily Kwan&nbsp;是香港腦力多元化協會 (NDAHK) 的創辦人兼主席。 Emily在加拿大和香港擁有超過20年的臨床和教育領域豐富經驗，一直致力於為神經多樣化的兒童、家庭和學校提供幫助；以及對那些不太熟悉這一人群的人進行神經多樣性的優勢教育。 作為 Kids Connect 的臨床主任，她一直親身經歷基於力量的模型的變革力量和神經多樣性個體的潛力，這使她堅信我們重視神經多樣性作為一個社會的重要性。</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">在她富有遠見的領導下，NDAHK 已成為腦力多元化運動的催化劑。 透過策略夥伴關係、公共教育和社區外展，NDAHK 旨在重新定義和塑造神經多樣性的社會觀念，從而建立一個重視神經差異的更公平的社會。</p>

<p class=""font_8""><span class=""wixGuard"">​</span></p>"
"{""contentId"":""86eca248-3369-40c2-92df-3e5a52660010"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold;""><span style=""color:#641D83;""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Neurodiversity&nbsp;</span></span></span></span></p>

<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold;""><span style=""color:#641D83;""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Paradigm</span></span></span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold;""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-size:18px""><span style=""color:#FFFFFF""><a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a></span></span></span></span><span style=""color:#641D83""><span style=""letter-spacing:normal""><span style=""font-size:26px"">性</span></span></span></span></p>

<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold""><span style=""color:#641D83""><span style=""letter-spacing:normal""><span style=""font-size:26px"">範例</span></span></span></span></p>"
"{""contentId"":""877dee79-8d54-4aec-83f0-7ac1bc402fcf"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_4e6a0abeb8ab4c2ba2de9ca01ab206ad~mv2.jpeg","1af91d_4e6a0abeb8ab4c2ba2de9ca01ab206ad~mv2.jpeg"
"{""contentId"":""877dee79-8d54-4aec-83f0-7ac1bc402fcf"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""877dee79-8d54-4aec-83f0-7ac1bc402fcf"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""877dee79-8d54-4aec-83f0-7ac1bc402fcf"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","convening group.jpeg","召集小組.jpeg"
"{""contentId"":""87e6e00f-b277-4a86-af3b-914b9cf846c0"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">At the core of the neurodiversity-affirming framework is the fundamental recognition that neurological differences are a natural part of human variation. Rather than viewing neurological divergences as disorders or deficits, this framework celebrates them as valuable expressions of the diverse ways the human brain can function.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">The neurodiversity-affirming approach directly challenges the pathologizing medical model that has traditionally dominated societal attitudes towards neurological differences like autism, ADHD, dyslexia, and others. Instead, it reframes these variations as integral components of the rich tapestry of human neurocognitive diversity.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">By validating neurodiversity as a natural and positive aspect of the human experience, the neurodiversity-affirming framework provides crucial support in several key ways:</p>

<p class=""font_8"">&nbsp;</p>

<ul class=""font_8"">
	<li>
	<p class=""font_8"">Acceptance and Validation: The framework promotes the validation of neurodivergent individuals, affirming their inherent worth and the legitimacy of their neurological differences. This helps combat stigma, discrimination, and the harmful notion that neurodivergence is a defect to be &ldquo;fixed&rdquo;.&nbsp;</p>
	</li>
</ul>

<p class=""font_8""><span class=""wixGuard"">​</span></p>

<ul class=""font_8"">
	<li>
	<p class=""font_8"">Strengths-Based Approach: The neurodiversity-affirming model focuses on identifying and cultivating the unique strengths, talents, and perspectives that neurodivergent individuals possess. This empowers them to see their differences as assets rather than burdens.</p>
	</li>
</ul>

<p class=""font_8"">&nbsp;</p>

<ul class=""font_8"" style=""line-height: 1.8em;"">
	<li style=""line-height: 1.6em;"">
	<p class=""font_8"" style=""line-height: 1.6em;"">Accommodations and Support: The framework emphasizes the importance of creating accessible and inequitable environments that provide appropriate accommodations and support to enable neurodivergent individuals to thrive. This includes modifying sensory stimuli, communication methods, and other aspects of the environment.</p>
	</li>
</ul>

<p class=""font_8"" style=""line-height: 1.6em;""><span class=""wixGuard"">​</span></p>

<ul class=""font_8"" style=""line-height: 1.8em;"">
	<li style=""line-height: 1.6em;"">
	<p class=""font_8"" style=""line-height: 1.6em;"">Self - Determination and Agency: Neurodiversity-affirming practices actively involve neurodivergent individuals in decisions that affect their lives, recognizing them as the experts on their own experiences, strengths and, and needs.</p>
	</li>
</ul>

<p class=""font_8"" style=""line-height: 1.6em;""><span class=""wixGuard"">​</span></p>

<ul class=""font_8"" style=""line-height: 1.8em;"">
	<li style=""line-height: 1.6em;"">
	<p class=""font_8"" style=""line-height: 1.6em;"">Community Building: The neurodiversity-affirming approach has a profound positive impact on society as a whole as it cultivates communities that unlock the unique talents and perspectives of neurodivergent individuals.&nbsp; By valuing neurological diversity, we all gain access to more vibrant communities.&nbsp;</p>
	</li>
</ul>","<p class=""font_8"">腦力多元化肯定框架的核心是基本上認識到神經不同是人類的自然組成部分。該框架並未將神經系統分歧視為疾病或缺陷，而是將其視為人類大腦多種功能方式的有價值的表達。</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">肯定腦力多元性的方法直接挑戰了傳統上主導社會對自閉症、過動症、閱讀障礙等神經系統差異的態度的病態醫學模式。相反，它將這些變化重新定義為人類神經認知多樣性的豐富組成部分。</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">透過驗證腦力多元性作為人類經驗的自然和積極方面，腦力多元性肯定框架在幾個關鍵方面提供了重要支持：</p>

<p class=""font_8"">&nbsp;</p>

<ul class=""font_8"">
	<li>
	<p class=""font_8"">接受和驗證：該框架促進對腦力多元人仕個體的驗證，肯定他們的內在價值和神經不同的合法性。這有助於消除恥辱、歧視以及神經多元是一種需要「修復」的缺陷的有害觀念。</p>
	</li>
</ul>

<p class=""font_8""><span class=""wixGuard"">​</span></p>

<ul class=""font_8"">
	<li>
	<p class=""font_8"">基於優勢的方法：神經多樣性肯定模型著重於識別和培養神經分歧個體所擁有的獨特優勢、才能和觀點。這使他們能夠將差異視為資產而不是負擔。</p>
	</li>
</ul>

<p class=""font_8"">&nbsp;</p>

<ul class=""font_8"">
	<li style=""line-height:1.6em"">
	<p class=""font_8"" style=""line-height:1.6em"">住宿和支持：該框架強調了創造無障礙和不公平環境的重要性，這些環境提供適當的住宿和支持，使神經分歧的個體能夠蓬勃發展。這包括改變感官刺激、溝通方法和環境的其他方面。</p>
	</li>
</ul>

<p class=""font_8"" style=""line-height:1.6em""><span class=""wixGuard"">​</span></p>

<ul class=""font_8"">
	<li style=""line-height:1.6em"">
	<p class=""font_8"" style=""line-height:1.6em"">自我決定與能動性：肯定神經多樣性的做法積極讓神經分歧的個體參與影響他們生活的決策，並承認他們是自己經驗、優勢和需求的專家。</p>
	</li>
</ul>

<p class=""font_8"" style=""line-height:1.6em""><span class=""wixGuard"">​</span></p>

<ul class=""font_8"">
	<li style=""line-height:1.6em"">
	<p class=""font_8"" style=""line-height:1.6em"">社區建構：肯定神經多樣性的方法對整個社會產生深遠的正面影響，因為它培養的社群可以釋放神經多樣性個體的獨特才能和觀點。 透過重視神經多樣性，我們都可以進入更有活力的社區。</p>
	</li>
</ul>"
"{""contentId"":""899ff58a-bdb2-4757-9f63-2ce950fa7797"",""fieldId"":""name"",""sequencePath"":[]}","TEXT","customField","First Name","名"
"{""contentId"":""8a6447ea-d1ed-4c34-80f1-f3fcc99d857e"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_8cd049dac7e5411e948e1022c30fed2a~mv2.webp","1af91d_8cd049dac7e5411e948e1022c30fed2a~mv2.webp"
"{""contentId"":""8a6447ea-d1ed-4c34-80f1-f3fcc99d857e"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""8a6447ea-d1ed-4c34-80f1-f3fcc99d857e"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""8a6447ea-d1ed-4c34-80f1-f3fcc99d857e"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","ONESENLOGO.webp","OneSEN"
"{""contentId"":""8af9ca34-deb6-4896-af24-f2ce70a1b3c4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal;""><span style=""font-size:20px"">is a person whose neurological function is considered as different from that of the majority.</span></span></blockquote>","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">是一個</span></span><span style=""color:#162d3d""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-weight:400""><span style=""font-size:14px""><a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a></span></span></span></span></span><span style=""font-weight:normal""><span style=""font-size:20px"">被認為與大多數人不同的人。</span></span></blockquote>"
"{""contentId"":""8c3a6d40-6506-4738-9f4a-a8ffecf8e909"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span class=""color_40""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Neurodivergent</span></span></span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold""><span style=""color:#162d3d""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-size:14px""><a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元人仕</a></span></span></span></span></span></p>"
"{""contentId"":""8f61a731-93f4-42db-b50b-95c9e383b880"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">is the group of people who are considered as the norm of how information is processed</span></span></blockquote>","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">是被視為資訊處理方式規範的一群人</span></span></blockquote>"
"{""contentId"":""8f7de87d-7c0f-4902-a7af-e48dda5b9fe9"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_0"" style=""font-size: 25px; line-height: normal; text-align: center;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-weight:700""><span style=""letter-spacing:normal""><span style=""font-size:20px"">&ldquo;Neurodiversity Movement&rdquo; dismisses challenges</span></span></span></span></span></span></h2>","<h2 class=""font_0"" style=""font-size: 25px; line-height: normal; text-align: center;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-weight:700""><span style=""letter-spacing:normal""><span style=""font-size:20px"">「神經多樣性運動」駁斥挑戰</span></span></span></span></span></span></h2>"
"{""contentId"":""8f8921d1-5903-4227-8c9a-79ac72ed8bb4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">The term &quot;high functioning&quot; is often used to describe neurodivergent individuals who, on the surface, may appear to be managing well.&nbsp; The myth that &ldquo;neurodiversity&rdquo; does not apply to &ldquo;high-functioning&rdquo; individuals is a misconception because, and just because a neurodivergent individual can make friends, communicate verbally with ease, or perform well academically, it does not mean they are not struggling underneath with sensory processing, emotional regulation, social navigation, attention, executive functioning, etc.&nbsp; The &ldquo;high-functioning&rdquo; label often downplays the complex and nuanced experiences of neurodivergent individuals, denying their struggles and the essential understanding they need to thrive.&nbsp; Neurodiversity is a spectrum, therefore, all neurological variations are considered as part of the diversity under this umbrella.</p>","<p class=""font_8"">「高功能」一詞通常用於描述神經分歧的個體，這些個體表面上可能表現得很好。 「神經多樣性」不適用於「高功能」個體的神話是一種誤解，因為神經分歧的個體可以交朋友、輕鬆地進行口頭交流或在學業上表現良好，但這並不意味著他們沒有在內在掙扎包括感覺處理、情緒調節、社交導航、注意力、執行功能等。 「高功能」標籤常常淡化神經分歧個體複雜而細緻的經歷，否認他們的掙扎和他們成長所需的基本理解。神經多樣性是一個譜系，因此，所有神經變異都被視為該保護傘下多樣性的一部分。</p>"
"{""contentId"":""903c78ed-e2a8-466f-bdc2-379bf0eee9f0"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">NDAHK had a fruitful meeting with a group of primary and secondary principals from local schools. In the meeting, we all shared our passion and connections with neurodiversity. We also discussed our next steps in the educational sector and brainstormed the data to be collected for research.</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">NDAHK與本地學校的中、小學校長進行了一次富有成果的會議。在會議上，我們都分享了我們對神經多樣性的熱情和連結。我們也討論了教育領域的下一步行動，並對要收集的研究資料進行了集思廣益。</span></p>"
"{""contentId"":""90abe903-aea0-4f48-9af6-407461d9f36e"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""line-height:1.2em; text-align:center""><span style=""color:#0D2A8C;""><span style=""letter-spacing:0.1em"">Neurodiversity is a complex and multifaceted phenomenon.&nbsp; To generate sustainable change and meaningful progress, we have a multilayered approach that spans different levels of society - from individual empowerment to systematic changes within and across organisations and extending to public awareness and policies.&nbsp; By addressing neurodiversity from these multiple perspectives, we aim to create ripple effects that catalyze a more equitable and empowering society for all of us to value the spectrum of developmental profiles, processing experiences and potentials.&nbsp;</span></span></p>","<p class=""font_8"" style=""line-height:1.2em; text-align:center""><span style=""color:#0D2A8C;""><span style=""letter-spacing:0.1em"">神經多樣性是一種複雜且多面向的現象。為了實現永續的變革和有意義的進步，我們採取了涵蓋社會不同層面的多層方法——從個人賦權到組織內部和組織之間的系統性變革，再到公眾意識和政策。透過從多個角度解決神經多樣性問題，我們的目標是產生連鎖反應，促進社會更加公平和賦權，讓我們所有人都重視發展概況、處理經驗和潛力的範圍。 </span></span></p>"
"{""contentId"":""9116be72-9ba2-4cb8-a444-59bf2f1f569f"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_2853ff4babb64d2c93bb3a80d3272459~mv2.jpeg","1af91d_2853ff4babb64d2c93bb3a80d3272459~mv2.jpeg"
"{""contentId"":""9116be72-9ba2-4cb8-a444-59bf2f1f569f"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""9116be72-9ba2-4cb8-a444-59bf2f1f569f"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""9116be72-9ba2-4cb8-a444-59bf2f1f569f"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","action circle1.jpeg","動作圈1.jpeg"
"{""contentId"":""91f6ca2c-4547-4e41-80bc-4379639ae649"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">a group of individuals who have a range of different ways of processing information&nbsp;</span></span></blockquote>","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">一群擁有多種不同處理資訊方式的個人 </span></span></blockquote>"
"{""contentId"":""92aef0fe-3bb2-4dfd-9fc5-49962638557d"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">Jonathan Mok, a passionate neurodivergent advocate, was diagnosed in adulthood.&nbsp; He shared about his perspective of the silver lining from his neurodivergent conditions.&nbsp; We learned a lot from his perspective on promoting neurodiversity in HK.&nbsp;</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">喬納森·莫克 (Jonathan Mok) 是一位熱情的神經分歧倡導者，他在成年後被診斷出患有這種疾病。他分享了他對自己神經分歧狀況的一線希望的看法。我們從他關於促進香港神經多樣性的觀點中學到了很多。 </span></p>"
"{""contentId"":""92ed05df-da38-45c1-a65a-c0ec7858af1c"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_4175d4573b73492597e73f7259dcc446~mv2.png","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""92ed05df-da38-45c1-a65a-c0ec7858af1c"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""92ed05df-da38-45c1-a65a-c0ec7858af1c"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""92ed05df-da38-45c1-a65a-c0ec7858af1c"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","IMG_6234.HEIC","IMG_6234.HEIC"
"{""contentId"":""93145cbf-cf21-4ff9-840d-156435d167d4"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_16d8c923dc794eb38431bcc443a11a3d~mv2.png","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""93145cbf-cf21-4ff9-840d-156435d167d4"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""93145cbf-cf21-4ff9-840d-156435d167d4"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""93145cbf-cf21-4ff9-840d-156435d167d4"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","Screenshot 2024-06-08 at 2.35.01 PM.png","截圖 2024-06-08 2.35.01 PM.png"
"{""contentId"":""93bf22c9-ed5f-41b1-adfb-7fc70cbc5551"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_0"" style=""font-size:56px; line-height:normal""><span style=""color:#FD8416;""><span style=""font-size:56px"">Emily Kwan</span></span></h2>","<h2 class=""font_0"" style=""font-size:56px; line-height:normal"">Emily Kwan</h2>"
